date,precip,temp,pet,Q
8/31/1991,0,25.28,3.8261,0.8713
9/1/1991,0,26.135,4.1356,0.7387
9/2/1991,0,25.275,4.0029,0.6692
9/3/1991,0,24.745,3.8627,0.6292
9/4/1991,0,23.73,3.6396,0.604
9/5/1991,0,23.675,3.8797,0.5935
9/6/1991,0,24.44,3.8655,0.585
9/7/1991,0,24.365,4.0132,0.564
9/8/1991,0,24.78,3.9216,0.5472
9/9/1991,5.92,24.435,2.8892,0.5388
9/10/1991,3.16,24.455,2.7466,0.6503
9/11/1991,0,25.295,3.8396,0.644
9/12/1991,0,26.2,3.9665,0.5935
9/13/1991,0,26.195,3.9173,0.5724
9/14/1991,0,26.52,4.027,0.5472
9/15/1991,0,26.57,3.9918,0.5345
9/16/1991,0,26.56,3.9034,0.5198
9/17/1991,0,25.5,3.7958,0.5114
9/18/1991,7.41,25.27,3.0559,0.5051
9/19/1991,6.54,20.69,2.9678,0.524
9/20/1991,0,11.775,2.8312,0.5324
9/21/1991,0,12.165,2.9233,0.5072
9/22/1991,0,14.95,3.0935,0.503
9/23/1991,0,19.43,3.0607,0.503
9/24/1991,11.3,18.635,1.7233,0.5135
9/25/1991,23.25,16.13,2.1384,0.6103
9/26/1991,0,13.65,2.7511,0.7345
9/27/1991,0,12.135,2.7313,0.6335
9/28/1991,0,13.905,2.8204,0.5724
9/29/1991,0,16.985,2.9703,0.5472
9/30/1991,0,18,2.9714,0.5324
10/1/1991,0,18.1,2.9174,0.4946
10/2/1991,0,18.23,2.833,0.484
10/3/1991,0,19.655,2.838,0.4819
10/4/1991,0,20.875,2.7339,0.4714
10/5/1991,10.33,19.33,2.1859,0.4735
10/6/1991,15.32,10.165,1.8188,0.5219
10/7/1991,0,6.75,1.9411,0.5366
10/8/1991,0,8.75,2.0606,0.5324
10/9/1991,0,10.915,2.1506,0.5198
10/10/1991,0.1,13.18,2.1946,0.5198
10/11/1991,3.6,13.41,1.908,0.5198
10/12/1991,0,14.52,2.1968,0.5198
10/13/1991,0,13.27,2.0679,0.524
10/14/1991,0,12.815,1.95,0.5198
10/15/1991,13.88,12.24,1.3928,0.5261
10/16/1991,0,8.11,1.7163,0.5535
10/17/1991,0,8.97,1.7361,0.5598
10/18/1991,0,12.14,1.8385,0.5598
10/19/1991,0,13.6,1.8735,0.5577
10/20/1991,0,11.215,1.6718,0.5535
10/21/1991,0,13.215,1.7556,0.5409
10/22/1991,0,15.155,1.8083,0.5303
10/23/1991,17.26,17.285,1.2909,0.5724
10/24/1991,30.87,18.605,1.0785,0.6861
10/25/1991,23.38,19.605,1.2651,1.9593
10/26/1991,0.51,20.455,1.5339,1.5216
10/27/1991,3.32,21.17,1.3183,1.1512
10/28/1991,3.87,20.85,1.6891,1.229
10/29/1991,0,20.325,1.6359,0.9744
10/30/1991,0,18.775,1.4014,0.8418
10/31/1991,0,16.55,1.4556,0.7639
11/1/1991,11.08,14.79,1.3382,0.7471
11/2/1991,0,6.92,1.1575,0.7745
11/3/1991,0,2.225,0.8939,0.7471
11/4/1991,0,-2.9,0.7996,0.6945
11/5/1991,0,-2.5,0.8192,0.6629
11/6/1991,0,1.845,0.9535,0.6461
11/7/1991,0,5.04,1.0311,0.6377
11/8/1991,0,3.64,0.9429,0.6313
11/9/1991,0,-0.545,0.818,0.6187
11/10/1991,0,1.625,0.8863,0.6103
11/11/1991,0,2.895,0.8993,0.6061
11/12/1991,0,3.31,0.9023,0.6019
11/13/1991,0,4.295,0.91,0.5977
11/14/1991,0,8.345,1.0075,0.5935
11/15/1991,0,10.785,1.0685,0.5914
11/16/1991,0,14.51,1.1875,0.5914
11/17/1991,0,15.215,1.2025,0.5914
11/18/1991,0,16.465,1.2198,0.5914
11/19/1991,0.11,17.41,1.1026,0.5914
11/20/1991,27.19,17.87,0.8847,0.6419
11/21/1991,5.24,14.25,0.9485,0.8944
11/22/1991,11.37,10.72,0.7271,0.9428
11/23/1991,0,6.69,0.8153,0.9512
11/24/1991,0,2.34,0.7135,0.8713
11/25/1991,0,0.56,0.6582,0.7997
11/26/1991,0,0.935,0.6517,0.7871
11/27/1991,0,4.69,0.7227,0.7702
11/28/1991,0,10.1,0.8732,0.7745
11/29/1991,0,13.82,0.9766,0.7724
11/30/1991,31.68,15.76,0.9543,1.0459
12/1/1991,95.55,12.435,0.8486,19.3193
12/2/1991,55.45,10.835,0.7945,35.1451
12/3/1991,53.65,9.11,0.7517,53.6646
12/4/1991,0,-0.94,0.5483,16.5834
12/5/1991,0,-0.585,0.5582,5.0297
12/6/1991,0,4.15,0.6356,3.4303
12/7/1991,0,7.73,0.7023,2.6306
12/8/1991,0,10.7,0.8121,2.1676
12/9/1991,33.92,13.275,0.7923,2.7148
12/10/1991,16.62,6.385,0.6579,6.5029
12/11/1991,0,6.365,0.6616,4.5036
12/12/1991,0,11.02,0.7873,3.1778
12/13/1991,32.7,14.425,0.7944,3.2199
12/14/1991,14.59,11.02,0.7711,5.5769
12/15/1991,0,1.43,0.5294,4.1879
12/16/1991,0,1.385,0.5267,3.0726
12/17/1991,0,4.47,0.5741,2.4833
12/18/1991,0,3.33,0.5693,2.0835
12/19/1991,0,0.065,0.5236,1.8078
12/20/1991,0,3.04,0.5992,1.6226
12/21/1991,5.35,7.15,0.6489,1.4942
12/22/1991,4.23,8.84,0.6576,1.4163
12/23/1991,15.46,12.93,0.7989,1.4479
12/24/1991,10.36,7.89,0.6777,1.7867
12/25/1991,0,2.625,0.5858,1.8414
12/26/1991,0,4.725,0.5999,1.6478
12/27/1991,0,7.045,0.6994,1.5068
12/28/1991,8.63,7.54,0.6799,1.4521
12/29/1991,3,5.725,0.6285,1.4774
12/30/1991,0,3.73,0.6063,1.4311
12/31/1991,0,4.1,0.6483,1.349
1/1/1992,0,4.855,0.6543,1.2858
1/2/1992,4.46,5.91,0.679,1.2438
1/3/1992,9.62,7.35,0.6385,1.3574
1/4/1992,0,5.125,0.6245,1.3805
1/5/1992,0,4.58,0.6157,1.3216
1/6/1992,0,3.675,0.6705,1.2711
1/7/1992,0,4.73,0.6766,1.2227
1/8/1992,1.97,5.37,0.715,1.2038
1/9/1992,11.41,8.27,0.7497,1.2922
1/10/1992,0,3.39,0.6904,1.2774
1/11/1992,0,-1.29,0.5898,1.208
1/12/1992,14.81,1.86,0.6401,1.1806
1/13/1992,9.44,7.205,0.7468,1.2795
1/14/1992,18.65,4.12,0.7091,2.0813
1/15/1992,0,-3.775,0.569,2.9042
1/16/1992,0,-5.695,0.5476,2.1676
1/17/1992,0,-3.8,0.5873,1.8562
1/18/1992,0,-0.02,0.6516,1.6815
1/19/1992,0,-3.695,0.6064,1.5216
1/20/1992,0,-0.23,0.7123,1.3911
1/21/1992,0,3.64,0.8181,1.3174
1/22/1992,0,4.965,0.8602,1.269
1/23/1992,9.39,7.615,0.8605,1.2816
1/24/1992,0,2.59,0.8165,1.2858
1/25/1992,0,3.49,0.8847,1.2059
1/26/1992,0,5.205,0.9378,1.1322
1/27/1992,0,5.52,0.9723,1.0775
1/28/1992,0,6.775,1.0259,1.0501
1/29/1992,0,7.925,1.0997,1.0333
1/30/1992,0,7.015,1.0921,1.0081
1/31/1992,0,7.735,1.1289,0.9702
2/1/1992,0,5.76,1.0824,0.966
2/2/1992,0,4.2,1.0552,0.947
2/3/1992,0,7.455,1.1644,0.9281
2/4/1992,0,9.375,1.2592,0.9112
2/5/1992,0,9.01,1.2726,0.9028
2/6/1992,0,4.255,1.0891,0.8839
2/7/1992,0,3.52,1.1112,0.8502
2/8/1992,0,0.315,0.9579,0.8313
2/9/1992,0,-2.535,0.9051,0.8102
2/10/1992,0,0.905,1.0881,0.7913
2/11/1992,0,5.19,1.2709,0.7829
2/12/1992,1.12,9.56,1.3038,0.7808
2/13/1992,3.09,9.97,1.1035,0.7808
2/14/1992,5.46,10.575,1.0942,0.7934
2/15/1992,13.19,13.2,1.325,0.9091
2/16/1992,0,8.875,1.5711,0.9597
2/17/1992,21.54,7.64,1.249,0.9554
2/18/1992,10.27,11.25,1.2951,1.2522
2/19/1992,0,9.595,1.6621,1.349
2/20/1992,0,4.65,1.4561,1.3006
2/21/1992,0,7.37,1.6621,1.2122
2/22/1992,0,8.83,1.7533,1.1448
2/23/1992,28.18,11.735,1.5212,1.6562
2/24/1992,15.7,12.625,1.23,3.3251
2/25/1992,2.68,10.315,1.482,2.8832
2/26/1992,22.13,5.705,1.2123,3.8723
2/27/1992,0,1.915,1.3254,5.4506
2/28/1992,0,8.13,1.9157,3.5987
2/29/1992,0,9,1.9806,2.6938
3/1/1992,0,8.6,1.9977,2.1676
3/2/1992,0,11.295,2.2089,1.8499
3/3/1992,0,13.89,2.3928,1.6689
3/4/1992,0,16.255,2.4114,1.5216
3/5/1992,0,17.18,2.2013,1.3995
3/6/1992,0,16.045,2.0723,1.3385
3/7/1992,0,16.52,2.435,1.2522
3/8/1992,0,15.065,2.6278,1.1638
3/9/1992,0,16.635,2.6621,1.2459
3/10/1992,70.25,12.05,2.0355,25.8853
3/11/1992,2.89,0.51,1.6476,18.1197
3/12/1992,0,0.835,1.7512,5.5769
3/13/1992,0,2.78,1.7919,3.7881
3/14/1992,0,3.785,2.0033,2.82
3/15/1992,0,5.28,2.1222,2.2939
3/16/1992,0,3.74,2.2246,1.9488
3/17/1992,0,8.5,2.5347,1.711
3/18/1992,19.31,15.08,1.9251,2.0435
3/19/1992,15.32,11.775,1.89,3.8512
3/20/1992,0,5.955,2.1693,3.262
3/21/1992,0,4.69,2.3091,2.6096
3/22/1992,5.23,7.1,1.9465,2.2939
3/23/1992,10.45,4.68,1.6732,2.2939
3/24/1992,0,4.55,2.4707,2.1676
3/25/1992,3.37,8.22,2.0901,1.9172
3/26/1992,2.77,9.355,2.2491,1.7888
3/27/1992,0,8.785,2.7113,1.6815
3/28/1992,0,6.04,2.6532,1.5868
3/29/1992,0,10.115,2.5887,1.4963
3/30/1992,6.5,10.79,1.9953,1.53
3/31/1992,1.05,10.36,2.5508,1.5552
4/1/1992,0,7.835,2.5653,1.4268
4/2/1992,0,2.505,2.3191,1.3427
4/3/1992,0,2.195,2.5556,1.2711
4/4/1992,0,7.005,3.0377,1.2269
4/5/1992,0,8.15,3.2115,1.1806
4/6/1992,0,9.585,3.1444,1.1343
4/7/1992,6.27,12.55,2.1741,1.1196
4/8/1992,0,13.195,3.6046,1.1175
4/9/1992,0,15.395,3.9028,1.0796
4/10/1992,0,16.395,4.0307,1.048
4/11/1992,0,18.055,4.1331,1.0165
4/12/1992,0,17.92,4.003,0.9891
4/13/1992,0,15.67,3.8631,0.9639
4/14/1992,0,17.845,4.272,0.9407
4/15/1992,0.59,19.915,4.2037,0.9302
4/16/1992,10.02,19.78,3.3231,1.0586
4/17/1992,0,20.81,3.9968,1.0522
4/18/1992,0,20.02,4.1902,0.9828
4/19/1992,2.01,20.515,3.3883,0.9702
4/20/1992,15.5,18.8,2.1077,1.1112
4/21/1992,13.66,15.99,2.1963,1.4647
4/22/1992,0,15.01,3.9822,1.5258
4/23/1992,0,17.115,4.5411,1.3616
4/24/1992,0,20.165,4.5938,1.2438
4/25/1992,0,16.56,4.4236,1.1638
4/26/1992,0,9.025,2.9763,1.0943
4/27/1992,0,7.195,2.4228,1.0522
4/28/1992,0.45,7.3,3.3281,1.0144
4/29/1992,0,9.23,3.8828,0.9807
4/30/1992,0.15,13.405,4.3408,0.9491
5/1/1992,0,18.44,4.6737,0.9218
5/2/1992,0,19.73,4.7132,0.8902
5/3/1992,0,20.45,4.2744,0.8628
5/4/1992,0,15.15,4.6158,0.8334
5/5/1992,0,12.88,4.471,0.8081
5/6/1992,0,10.325,3.7138,0.7976
5/7/1992,0,10.21,3.7349,0.785
5/8/1992,0,11.925,4.0851,0.7724
5/9/1992,0,13.445,4.4926,0.7618
5/10/1992,0,16.8,4.698,0.7513
5/11/1992,0,17.77,4.9405,0.7387
5/12/1992,0,19.31,4.9211,0.7366
5/13/1992,38.69,18.97,3.3587,1.3511
5/14/1992,0,17.825,4.7238,1.3742
5/15/1992,0,19.69,4.8643,1.0186
5/16/1992,0,21.37,4.8092,0.8776
5/17/1992,0,20.945,4.3036,0.8229
5/18/1992,0,22.425,4.5424,0.7871
5/19/1992,0.26,22.52,4.4845,0.9134
5/20/1992,16.07,23.005,3.734,0.8839
5/21/1992,5.79,22.4,3.3694,0.8165
5/22/1992,0,19.99,4.3272,0.9407
5/23/1992,0,20.08,4.9346,0.8292
5/24/1992,0,19.205,4.4798,0.7471
5/25/1992,0,15.85,3.3701,0.7345
5/26/1992,0,17.115,3.5905,0.7345
5/27/1992,0,14.525,3.5568,0.7324
5/28/1992,0,14.94,3.2828,0.7176
5/29/1992,14.4,15.265,2.2583,0.7239
5/30/1992,14.08,15.39,2.9811,0.8839
5/31/1992,0,15.26,4.682,0.9049
6/1/1992,0,16.395,4.656,0.7618
6/2/1992,0,17.89,4.6339,0.7218
6/3/1992,17.28,18.775,3.1652,0.8481
6/4/1992,44.26,18.08,2.3205,1.6836
6/5/1992,9.96,18.91,3.4431,2.1045
6/6/1992,0,20.58,5.1919,2.5885
6/7/1992,22.38,22.455,3.591,2.2518
6/8/1992,0,23.115,4.2096,1.9467
6/9/1992,10.73,23.165,3.257,1.8204
6/10/1992,0,22.265,5.0445,1.6415
6/11/1992,3.69,22.725,4.1275,1.5152
6/12/1992,20.73,22.38,3.6798,1.4311
6/13/1992,0,21.105,3.5765,1.389
6/14/1992,0,21.565,4.0699,1.2837
6/15/1992,0,22.76,5.3936,1.189
6/16/1992,0,24.195,5.8957,1.1364
6/17/1992,0,25.08,5.7553,0.907
6/18/1992,0,25.17,5.3861,0.8523
6/19/1992,29,22.915,4.5994,0.9807
6/20/1992,0,23.38,5.7423,0.9618
6/21/1992,0,21.14,5.5905,1.5847
6/22/1992,0,16.225,5.4301,1.0733
6/23/1992,0,17.375,5.4838,0.8734
6/24/1992,0,19.95,5.7875,0.7934
6/25/1992,0,23.67,5.8175,0.7555
6/26/1992,26.48,24.015,3.9043,1.5763
6/27/1992,12.68,19.715,3.872,3.7881
6/28/1992,0,19.19,5.4696,1.9951
6/29/1992,0,21.01,5.69,1.3932
6/30/1992,0,22.015,4.7523,1.1364
7/1/1992,6.39,23.19,2.991,1.1448
7/2/1992,1.04,25.3,4.6399,1.0565
7/3/1992,28.55,25.29,3.9902,1.0859
7/4/1992,4.37,23.84,4.6571,1.6078
7/5/1992,19.82,23.455,3.5729,1.9551
7/6/1992,11.5,24.105,3.9361,3.5987
7/7/1992,0,24.965,5.3572,2.6306
7/8/1992,0,25.43,5.6544,1.8751
7/9/1992,0,25.475,5.5956,1.4816
7/10/1992,0,25.865,5.4796,1.229
7/11/1992,0,26.19,5.4406,1.0859
7/12/1992,0,25.95,5.5466,0.987
7/13/1992,0,25.745,5.7209,0.9049
7/14/1992,0,26.075,5.1347,0.8439
7/15/1992,6.61,25.555,3.175,0.8692
7/16/1992,4.81,24.145,3.6615,0.9155
7/17/1992,10.68,23.895,3.1372,0.8628
7/18/1992,0,22.815,4.9861,0.806
7/19/1992,0,23.53,5.3425,0.7534
7/20/1992,0,23.95,5.4585,0.7113
7/21/1992,0,24.36,5.2947,0.7239
7/22/1992,9.94,24.31,3.7036,0.8313
7/23/1992,2.54,25.47,4.2233,0.8797
7/24/1992,1.33,25.375,4.6133,0.8502
7/25/1992,0,25.88,4.8174,0.8123
7/26/1992,0,25.205,4.9876,0.8734
7/27/1992,0,25.43,4.8205,0.7829
7/28/1992,1.18,23.315,4.8429,0.7197
7/29/1992,0,22.96,5.0024,0.684
7/30/1992,0,22.875,4.8639,0.6755
7/31/1992,8.9,25.105,3.5003,0.7618
8/1/1992,6.1,22.09,4.0291,0.8165
8/2/1992,0,20.765,5.0553,0.7261
8/3/1992,0,20.97,4.9356,0.6734
8/4/1992,0,22.465,4.4199,0.6798
8/5/1992,0,22.69,3.9843,0.7092
8/6/1992,2.11,22.78,3.1347,0.6713
8/7/1992,2.46,23.78,3.4184,0.6692
8/8/1992,0,25.48,4.7887,0.6524
8/9/1992,0,25.275,4.7655,0.6313
8/10/1992,3.13,25.38,4.857,0.625
8/11/1992,0,25.13,5.0093,0.6271
8/12/1992,0,24.3,4.5564,0.6587
8/13/1992,0,23.645,4.1186,0.6713
8/14/1992,2.21,21.04,4.5229,0.6187
8/15/1992,2.46,18.79,3.8017,0.6061
8/16/1992,0,17.65,4.3773,0.7218
8/17/1992,0,18.615,4.4331,0.6271
8/18/1992,0,19.67,4.6515,0.5956
8/19/1992,0,20.1,4.6192,0.5745
8/20/1992,0,21.545,4.4511,0.5661
8/21/1992,0,21.585,4.0065,0.5556
8/22/1992,0,22.63,4.4476,0.5514
8/23/1992,0,22.925,3.9205,0.5598
8/24/1992,20.36,23.22,3.3131,0.5935
8/25/1992,5.74,24.81,3.9589,0.6924
8/26/1992,0,25.08,4.3598,0.7597
8/27/1992,5.26,24.655,3.5768,0.7197
8/28/1992,58.95,18.21,3.0015,3.0726
8/29/1992,0,16.97,4.1321,2.1466
8/30/1992,0,17.76,4.2221,1.2964
8/31/1992,0,19.575,4.3941,1.0291
9/1/1992,0,21.665,4.2785,0.8986
9/2/1992,0,21.55,4.001,0.9554
9/3/1992,50.47,21.095,2.655,9.1546
9/4/1992,33.86,20.995,2.0395,7.0711
9/5/1992,0,22.28,3.5263,3.0936
9/6/1992,0,23.37,3.791,2.2308
9/7/1992,0,23.45,3.967,1.812
9/8/1992,0,23.805,4.1099,1.4163
9/9/1992,0,24.21,4.0168,1.1911
9/10/1992,0,23.885,3.727,1.0544
9/11/1992,0,18.48,3.8058,0.9428
9/12/1992,0,17.025,3.6704,0.8523
9/13/1992,0,18.66,3.6902,0.7934
9/14/1992,0,21.13,3.7549,0.7534
9/15/1992,0,20.02,3.6045,0.7197
9/16/1992,0,20.415,3.6294,0.6882
9/17/1992,0,20.265,3.3701,0.684
9/18/1992,46.88,22.015,2.5175,1.9088
9/19/1992,0.02,22.83,2.9348,2.5044
9/20/1992,0,21.755,2.9059,1.6163
9/21/1992,3.66,23.12,2.788,1.2522
9/22/1992,45.38,22.64,2.2031,1.7615
9/23/1992,12.84,16.22,2.2866,2.9252
9/24/1992,0,15.56,2.2902,2.336
9/25/1992,0,16.28,2.5,1.6794
9/26/1992,14.09,17.83,1.9411,1.4184
9/27/1992,0,17.825,2.409,2.6096
9/28/1992,0,15.465,2.755,1.9698
9/29/1992,0,14.93,2.7049,1.4121
9/30/1992,0,12.54,2.5817,1.1785
10/1/1992,0,12.74,2.6004,1.0501
10/2/1992,0,13.61,2.6016,0.9891
10/3/1992,0,14.05,2.585,0.9281
10/4/1992,3.53,15.765,2.0617,0.886
10/5/1992,0.92,15.875,2.0326,0.8586
10/6/1992,0,13.825,2.3758,0.8186
10/7/1992,0,13.945,2.3199,0.7829
10/8/1992,0,15.885,2.2743,0.7555
10/9/1992,0,12.235,2.2177,0.7387
10/10/1992,0,12.605,2.2009,0.7239
10/11/1992,0,11.72,2.1041,0.7261
10/12/1992,0,10.505,2.0007,0.7071
10/13/1992,0,13.315,2.1352,0.6945
10/14/1992,0,16.65,2.248,0.7155
10/15/1992,0,19.29,2.2797,0.6987
10/16/1992,14.26,16.66,1.7121,0.7345
10/17/1992,9.69,10.675,1.531,0.8186
10/18/1992,0,10.25,1.704,0.766
10/19/1992,0,7.465,1.598,0.7197
10/20/1992,0,8.52,1.6079,0.6987
10/21/1992,0,13.835,1.7814,0.6966
10/22/1992,0,15.935,1.8469,0.7134
10/23/1992,0,16.3,1.8795,0.7113
10/24/1992,0,16.07,1.8263,0.705
10/25/1992,0,14.835,1.7269,0.6819
10/26/1992,0,13.325,1.629,0.6734
10/27/1992,11.2,15.36,1.4307,0.6945
10/28/1992,0,13.54,1.4306,0.7787
10/29/1992,0,12.03,1.4587,0.785
10/30/1992,6.08,12.955,1.2017,0.7576
10/31/1992,9.43,15.82,0.9968,0.7997
11/1/1992,8.2,17.61,1.1003,0.7787
11/2/1992,15.04,16.37,1.1201,0.8081
11/3/1992,0,12.085,1.3576,0.8881
11/4/1992,11.14,13.485,1.2185,0.9218
11/5/1992,11.44,5.515,0.7801,1.0207
11/6/1992,0,2.6,0.6103,1.0312
11/7/1992,0,1.79,0.8017,0.9639
11/8/1992,0,3.765,0.9482,0.8965
11/9/1992,0,7.38,1.0601,0.8502
11/10/1992,0,11.485,1.1107,0.8144
11/11/1992,1.26,13.795,1.0425,0.7976
11/12/1992,22.58,13.83,1.0182,0.8607
11/13/1992,0,6.8,0.9773,1.1217
11/14/1992,0,4.91,0.8901,1.2164
11/15/1992,0,5.875,0.9031,1.067
11/16/1992,0,5.565,0.8847,0.9744
11/17/1992,0,9.255,0.9598,0.9239
11/18/1992,0,9.83,0.9335,0.9112
11/19/1992,0,11.045,0.9412,0.886
11/20/1992,0,13.73,1.0649,0.8692
11/21/1992,25.61,16.045,0.9483,1.0291
11/22/1992,34.65,16.205,0.9801,2.8832
11/23/1992,0,11.375,0.9553,3.5566
11/24/1992,10.78,8.095,0.7327,2.2729
11/25/1992,14.68,11.1,0.8622,2.1887
11/26/1992,0,8.645,0.8485,3.0094
11/27/1992,0,4.01,0.6672,2.3781
11/28/1992,0,1.225,0.5792,1.9382
11/29/1992,0,1.29,0.5963,1.6815
11/30/1992,0,0.925,0.6227,1.4963
12/1/1992,0,2.385,0.6422,1.3553
12/2/1992,0,2.69,0.6461,1.2522
12/3/1992,0,2.42,0.6262,1.1533
12/4/1992,11.53,4.265,0.6512,1.0922
12/5/1992,0.45,2.305,0.6137,1.0859
12/6/1992,0,-0.315,0.534,1.027
12/7/1992,4.81,0.99,0.5417,0.9891
12/8/1992,0,2.265,0.5757,0.9639
12/9/1992,0,1.87,0.5835,0.9618
12/10/1992,9.73,3.43,0.5804,1.0649
12/11/1992,0.45,3.99,0.6171,1.1007
12/12/1992,0,0.14,0.5449,1.0501
12/13/1992,0,2.32,0.5786,1.0144
12/14/1992,0,4.86,0.6405,0.9849
12/15/1992,0,8.405,0.7387,0.9597
12/16/1992,5.68,9.405,0.7067,0.9765
12/17/1992,3.18,6.105,0.6583,0.9891
12/18/1992,0,3.51,0.6123,0.9765
12/19/1992,0,6.305,0.6598,0.9597
12/20/1992,25.2,7.52,0.6933,1.2459
12/21/1992,0,4.365,0.6451,1.6899
12/22/1992,10.62,7.4,0.687,1.6962
12/23/1992,23.2,10.565,0.7711,2.9252
12/24/1992,4.14,1.73,0.5569,4.693
12/25/1992,0,-2.225,0.5094,3.5356
12/26/1992,5.88,0.215,0.5442,2.9463
12/27/1992,2.84,0.745,0.565,2.5675
12/28/1992,4.07,4.875,0.6138,2.2939
12/29/1992,0,7.89,0.7465,2.0771
12/30/1992,0,11.495,0.8579,1.8772
12/31/1992,0,9.695,0.8085,1.7236
